-0.336085	0.259173	0.059659	-0.126144	0.123283	0.041489	-0.007705	-0.331195	-0.034872	0.410391	0.409902	0.197844	0.209277	0.005574	-0.127024	0.201839	0.071394	-0.179603	-0.132371	-0.210537	0.217139	0.117604	0.029693	0.099257	-0.034314	0.171109	-0.187260	0.128930	0.084712	0.160877	-0.045943	-0.129988	-0.117059	0.252178	-0.038358	0.228235	-0.051514	0.158841	0.037915	-0.026775	-0.064780	0.064406	0.067749	0.035886	0.023806	0.127930	0.271214	0.291762	-0.265754	-0.064094	0.132618	-0.073946	-0.100292	0.032903	-0.128302	0.028365	0.037215	0.167724	-0.051354	-0.161160	0.134820	0.005405	0.065696	0.082987	-0.181669	-0.167596	-0.146862	0.233230	-0.188536	-0.004303	-0.131225	-0.286030	0.154197	-0.378693	-0.035315	-0.132447	0.229937	0.249116	-0.075338	-0.210517	-0.055010	-0.073242	-0.064220	0.105502	0.015742	0.050205	-0.138546	-0.219598	-0.317259	0.392619	0.160510	-0.117710	-0.065924	0.312827	-0.076128	0.053921	-0.090291	0.378421	-0.273495	0.033275	0.024608	0.061718	-0.106683	-0.039517	0.019750	-0.243302	-0.127503	0.371628	0.250806	0.074157	-0.036084	-0.318257	0.077492	0.068335	-0.097150	-0.052328	-0.269643	0.057324	-0.197889	-0.152147	0.276685	-0.238110	-0.086987	-0.283880	0.037108	-0.142213	-0.041550	-0.256500	0.081915	-0.163122	-0.311221	-0.120069	0.036730	-0.071959	0.093187	0.171240	0.028953	0.001157	-0.108302	0.201517	0.008526	0.442838	-0.267255	-0.075159	-0.061466	0.060085	0.374201	0.076699	-0.068170	0.330060	0.102137	-0.067748	0.184110	-0.027246	0.289040	0.085021	-0.066213	-0.084419	-0.011447	-0.169664	-0.280267	-0.133639	-0.135753	-0.284393	0.223310	0.345459	-0.027726	0.191286	-0.334377	0.224682	-0.364037	-0.012954	-0.229805	-0.085791	-0.026184	-0.029687	-0.202459	-0.286158	-0.049753	-0.290654	0.187158	-0.073903	0.185939	-0.065376	0.091708	-0.106005	-0.218711	-0.025433	-0.141149	0.157882	0.118276	0.018402	0.109737	0.130437	0.086866	0.056582	-0.170630	0.144652	0.066077	-0.223758
-0.159231	0.122240	0.028205	-0.057885	0.060660	0.020245	-0.004495	-0.158260	-0.014985	0.194911	0.193621	0.094027	0.100756	0.005638	-0.058864	0.093142	0.035753	-0.084025	-0.063629	-0.101023	0.103343	0.057412	0.013190	0.046041	-0.017675	0.081924	-0.090655	0.061489	0.040376	0.077605	-0.022330	-0.063801	-0.056480	0.120950	-0.021149	0.108182	-0.022966	0.073124	0.019363	-0.011580	-0.032650	0.030562	0.031778	0.019347	0.013875	0.059585	0.128462	0.140531	-0.126614	-0.028394	0.063593	-0.036605	-0.047231	0.018297	-0.059411	0.014823	0.016429	0.077187	-0.023562	-0.077044	0.063922	0.001971	0.031269	0.042487	-0.086864	-0.081107	-0.068824	0.111130	-0.090055	-0.004747	-0.062590	-0.134349	0.071724	-0.181536	-0.015422	-0.061844	0.108636	0.120216	-0.037937	-0.099661	-0.024266	-0.034843	-0.031853	0.050684	0.006918	0.023013	-0.067623	-0.105139	-0.148368	0.188256	0.076035	-0.055710	-0.032368	0.149726	-0.037094	0.024198	-0.044655	0.178004	-0.131198	0.012591	0.014449	0.030939	-0.049177	-0.021537	0.007720	-0.114147	-0.060979	0.175666	0.120826	0.037374	-0.016725	-0.151562	0.039231	0.033643	-0.045902	-0.026386	-0.128706	0.025503	-0.095175	-0.072767	0.132030	-0.112077	-0.042670	-0.136617	0.016779	-0.067409	-0.021407	-0.119989	0.039522	-0.079326	-0.150185	-0.057031	0.018474	-0.031351	0.046738	0.082689	0.013411	-0.001702	-0.054820	0.097881	0.005337	0.210837	-0.126263	-0.033693	-0.028328	0.029884	0.178131	0.037252	-0.029198	0.156659	0.046040	-0.032696	0.088100	-0.014531	0.137263	0.038101	-0.032296	-0.040248	-0.007374	-0.080927	-0.133246	-0.064779	-0.063760	-0.135591	0.103355	0.161524	-0.010204	0.091404	-0.156868	0.106693	-0.174867	-0.010004	-0.112190	-0.039673	-0.010928	-0.017412	-0.095041	-0.137969	-0.023308	-0.136088	0.090492	-0.033462	0.090083	-0.030922	0.046724	-0.047189	-0.103474	-0.011526	-0.068566	0.074446	0.053873	0.009136	0.053718	0.064217	0.041085	0.026488	-0.080380	0.068353	0.029892	-0.108763
-0.526203	0.400331	0.089385	-0.194138	0.193957	0.065974	-0.014773	-0.519864	-0.054015	0.642460	0.646938	0.311700	0.333118	0.010317	-0.198166	0.320938	0.117883	-0.280213	-0.210680	-0.335721	0.346118	0.188093	0.044789	0.156882	-0.058870	0.272613	-0.296286	0.204869	0.127894	0.252551	-0.071163	-0.204547	-0.185387	0.404979	-0.062563	0.359984	-0.080797	0.248822	0.057191	-0.040274	-0.100594	0.100114	0.106522	0.062437	0.038624	0.203207	0.435002	0.462437	-0.419807	-0.095463	0.205847	-0.121141	-0.161727	0.053340	-0.199554	0.048547	0.060471	0.262364	-0.087789	-0.254906	0.213381	0.011407	0.107678	0.135013	-0.289333	-0.266041	-0.235318	0.369364	-0.297222	-0.008165	-0.211818	-0.452249	0.243095	-0.598549	-0.050416	-0.210781	0.367490	0.395713	-0.119473	-0.337319	-0.081687	-0.116813	-0.104292	0.165402	0.028175	0.077931	-0.223340	-0.350248	-0.501353	0.621049	0.256331	-0.188475	-0.105730	0.498876	-0.124021	0.082726	-0.142405	0.598152	-0.437162	0.046897	0.040570	0.097222	-0.169633	-0.064322	0.028633	-0.386848	-0.200387	0.584256	0.402843	0.121208	-0.051376	-0.508927	0.125145	0.110737	-0.159717	-0.081423	-0.424546	0.089086	-0.314240	-0.244923	0.436369	-0.377862	-0.138520	-0.453763	0.060614	-0.227664	-0.066492	-0.406662	0.127262	-0.258323	-0.496658	-0.189160	0.059236	-0.111971	0.148802	0.270480	0.045761	0.003434	-0.176064	0.321982	0.013684	0.700508	-0.426944	-0.117580	-0.101944	0.099541	0.596176	0.121073	-0.105744	0.521635	0.161743	-0.113116	0.295214	-0.041704	0.454371	0.133347	-0.109809	-0.137004	-0.016623	-0.272204	-0.446170	-0.214086	-0.216064	-0.450017	0.353711	0.544953	-0.041725	0.302338	-0.531277	0.355233	-0.579613	-0.026786	-0.369737	-0.137424	-0.040489	-0.049921	-0.323510	-0.455719	-0.073023	-0.462245	0.296950	-0.119222	0.295168	-0.106634	0.149007	-0.165366	-0.345011	-0.045761	-0.225366	0.254720	0.183055	0.027803	0.177031	0.210164	0.137721	0.091972	-0.273057	0.234189	0.108516	-0.358181
-0.369070	0.279188	0.062538	-0.135205	0.134765	0.042639	-0.009008	-0.363145	-0.037065	0.446649	0.448389	0.216326	0.228957	0.005602	-0.138904	0.221269	0.080904	-0.191430	-0.145671	-0.230817	0.240647	0.128438	0.031936	0.105426	-0.041187	0.186506	-0.209184	0.144521	0.088614	0.175485	-0.049501	-0.141963	-0.126128	0.279814	-0.042616	0.251364	-0.054286	0.172086	0.038600	-0.029153	-0.072954	0.071353	0.069706	0.042256	0.028093	0.142325	0.300903	0.318249	-0.288056	-0.066924	0.142942	-0.082919	-0.111800	0.040218	-0.138119	0.034783	0.042426	0.182489	-0.056380	-0.175818	0.148704	0.008102	0.072686	0.093515	-0.198419	-0.185502	-0.165522	0.254967	-0.206722	-0.007725	-0.142654	-0.310584	0.166383	-0.414316	-0.038223	-0.146358	0.251925	0.270025	-0.084005	-0.231124	-0.056683	-0.082372	-0.072237	0.115169	0.017027	0.051486	-0.154264	-0.240190	-0.346454	0.426588	0.179813	-0.130292	-0.073505	0.342801	-0.084527	0.058677	-0.097032	0.412550	-0.299190	0.035894	0.027929	0.068332	-0.114562	-0.045142	0.023724	-0.266795	-0.141070	0.404786	0.276196	0.085290	-0.039279	-0.348967	0.086135	0.079202	-0.108509	-0.057318	-0.291232	0.060493	-0.219693	-0.167698	0.303613	-0.261946	-0.095118	-0.313813	0.043342	-0.157451	-0.047312	-0.282832	0.089538	-0.178188	-0.341104	-0.132347	0.039716	-0.077031	0.103132	0.185714	0.031172	0.000870	-0.122806	0.220787	0.009266	0.484190	-0.294204	-0.084395	-0.069241	0.068079	0.411283	0.080474	-0.073339	0.359590	0.110415	-0.076781	0.204878	-0.030303	0.314305	0.093022	-0.073754	-0.093612	-0.013056	-0.188064	-0.305523	-0.146697	-0.149741	-0.312573	0.241136	0.377638	-0.030485	0.208924	-0.365004	0.246380	-0.400797	-0.015282	-0.254331	-0.097643	-0.026919	-0.033977	-0.224036	-0.312240	-0.051072	-0.316316	0.204218	-0.080449	0.202021	-0.071478	0.101396	-0.112766	-0.238632	-0.029620	-0.154982	0.174672	0.130611	0.017634	0.124000	0.143430	0.098518	0.064508	-0.186342	0.158593	0.073776	-0.247054
-0.403720	0.309770	0.067008	-0.149636	0.145891	0.049868	-0.009503	-0.396319	-0.042564	0.492253	0.492927	0.237517	0.248784	0.008537	-0.153083	0.240461	0.087596	-0.211501	-0.160054	-0.256243	0.262355	0.141553	0.032601	0.119938	-0.045074	0.205284	-0.228397	0.155249	0.099068	0.188844	-0.053507	-0.156021	-0.142253	0.307608	-0.048458	0.277554	-0.063270	0.190763	0.045973	-0.030193	-0.080036	0.075887	0.080324	0.046380	0.028067	0.156509	0.326949	0.353128	-0.320461	-0.073912	0.157766	-0.091192	-0.122208	0.041400	-0.150582	0.034397	0.042725	0.201201	-0.066905	-0.195517	0.163374	0.007154	0.082973	0.103920	-0.218936	-0.201406	-0.177187	0.279613	-0.227044	-0.007833	-0.158449	-0.339128	0.183881	-0.455603	-0.041110	-0.158831	0.275196	0.301138	-0.090284	-0.252546	-0.061340	-0.091639	-0.079322	0.123800	0.022694	0.059636	-0.169868	-0.266859	-0.380147	0.472151	0.197438	-0.140525	-0.080351	0.376815	-0.094361	0.063821	-0.106160	0.454602	-0.329591	0.038787	0.031282	0.072986	-0.130478	-0.047834	0.021874	-0.293704	-0.154176	0.444932	0.305605	0.089728	-0.042873	-0.384214	0.093697	0.083601	-0.119080	-0.059313	-0.322408	0.068955	-0.239641	-0.182643	0.332721	-0.283780	-0.104039	-0.343659	0.046509	-0.174063	-0.047302	-0.310470	0.097597	-0.192957	-0.377150	-0.146771	0.042935	-0.085593	0.115210	0.206830	0.032849	-0.001128	-0.130748	0.240620	0.006863	0.530960	-0.319861	-0.087824	-0.075566	0.074311	0.448072	0.090689	-0.081261	0.394524	0.122414	-0.084891	0.224437	-0.035261	0.342939	0.100347	-0.080471	-0.104550	-0.016101	-0.206577	-0.335419	-0.157759	-0.165317	-0.343614	0.268689	0.415868	-0.031013	0.225980	-0.401964	0.270921	-0.439228	-0.019518	-0.278047	-0.103091	-0.031469	-0.038163	-0.241763	-0.342935	-0.054776	-0.350710	0.226125	-0.089382	0.221832	-0.078869	0.112399	-0.127923	-0.262199	-0.032987	-0.167624	0.190543	0.141483	0.021153	0.136842	0.159441	0.105668	0.069929	-0.205171	0.177810	0.080100	-0.272662
-0.256686	0.200345	0.045553	-0.094691	0.093030	0.030396	-0.007334	-0.252999	-0.024426	0.316147	0.319057	0.153898	0.163567	0.004556	-0.095072	0.154012	0.058101	-0.138353	-0.100623	-0.164299	0.168044	0.088641	0.019732	0.074484	-0.027903	0.135173	-0.145452	0.102973	0.065150	0.124072	-0.032851	-0.102533	-0.089964	0.195815	-0.032436	0.178935	-0.039255	0.121843	0.031165	-0.022633	-0.050706	0.051506	0.050997	0.030680	0.019702	0.101155	0.208574	0.223714	-0.204138	-0.049025	0.098534	-0.056286	-0.076239	0.029016	-0.097728	0.025039	0.027663	0.125816	-0.040473	-0.125254	0.106630	0.002889	0.054547	0.063703	-0.143541	-0.128049	-0.117425	0.180058	-0.142681	-0.003184	-0.102285	-0.220723	0.117589	-0.291843	-0.023780	-0.104041	0.175125	0.190464	-0.058084	-0.164013	-0.037998	-0.057779	-0.053901	0.077344	0.011823	0.035411	-0.108764	-0.167228	-0.244118	0.303324	0.125957	-0.090012	-0.050945	0.243156	-0.058778	0.040915	-0.071154	0.289180	-0.213471	0.023141	0.019307	0.046771	-0.082522	-0.030161	0.017155	-0.187586	-0.097371	0.283254	0.195815	0.057682	-0.023394	-0.247634	0.059100	0.055576	-0.078240	-0.037590	-0.207463	0.045508	-0.152926	-0.115869	0.212762	-0.182442	-0.068914	-0.217988	0.029742	-0.110562	-0.032969	-0.200395	0.063528	-0.122753	-0.239946	-0.093623	0.029430	-0.054814	0.074815	0.132960	0.023636	0.002593	-0.086421	0.158168	0.002823	0.339948	-0.205471	-0.055237	-0.051070	0.048729	0.290682	0.057855	-0.050350	0.251322	0.076870	-0.052162	0.143348	-0.019172	0.222423	0.065163	-0.053284	-0.068590	-0.008442	-0.131653	-0.217440	-0.105004	-0.106966	-0.216831	0.168256	0.265247	-0.018545	0.146354	-0.257734	0.170393	-0.283329	-0.011453	-0.179896	-0.069493	-0.017263	-0.027308	-0.153705	-0.219346	-0.039351	-0.223450	0.144618	-0.056899	0.144345	-0.052655	0.074014	-0.078073	-0.167762	-0.018980	-0.107519	0.122186	0.093085	0.016386	0.088574	0.102170	0.066148	0.044577	-0.132902	0.109832	0.052614	-0.175400
-0.342376	0.262236	0.060376	-0.128884	0.125151	0.040482	-0.009544	-0.334799	-0.034065	0.418573	0.418025	0.201588	0.215476	0.007439	-0.127824	0.203353	0.076771	-0.179970	-0.135517	-0.216441	0.223478	0.121767	0.027891	0.099530	-0.037768	0.176648	-0.193330	0.133693	0.085886	0.160218	-0.045407	-0.134579	-0.118523	0.257711	-0.039649	0.232099	-0.052817	0.158113	0.038795	-0.024857	-0.065400	0.064601	0.067023	0.041072	0.026029	0.132268	0.280373	0.298998	-0.267739	-0.059896	0.133276	-0.075001	-0.103386	0.036680	-0.131341	0.031569	0.039318	0.167639	-0.052292	-0.165567	0.136485	0.005103	0.067256	0.088350	-0.185469	-0.169764	-0.154560	0.233966	-0.190943	-0.005223	-0.136418	-0.288311	0.155842	-0.386072	-0.031244	-0.134431	0.234904	0.251090	-0.077998	-0.214922	-0.053889	-0.075897	-0.066541	0.105158	0.017112	0.049216	-0.144241	-0.222094	-0.320822	0.400523	0.167882	-0.118296	-0.068042	0.320177	-0.078585	0.054987	-0.091561	0.382300	-0.279529	0.032521	0.026674	0.058845	-0.106787	-0.045058	0.018396	-0.250870	-0.127270	0.377761	0.254211	0.080214	-0.034365	-0.327234	0.080444	0.069969	-0.098530	-0.051397	-0.274392	0.056280	-0.200950	-0.154152	0.282200	-0.242180	-0.090356	-0.290453	0.041817	-0.146252	-0.040868	-0.261390	0.080742	-0.164093	-0.319790	-0.125128	0.036925	-0.072965	0.098580	0.170853	0.030057	0.001206	-0.113246	0.207635	0.005198	0.449630	-0.270844	-0.078265	-0.063978	0.062928	0.380261	0.078303	-0.066006	0.333484	0.099948	-0.072979	0.188711	-0.030090	0.292401	0.084654	-0.071822	-0.090527	-0.012043	-0.173548	-0.286614	-0.135934	-0.138727	-0.289768	0.224297	0.352500	-0.026852	0.194073	-0.337561	0.225591	-0.373539	-0.014452	-0.233846	-0.090256	-0.025829	-0.034507	-0.208344	-0.292339	-0.048171	-0.295892	0.191316	-0.076318	0.186977	-0.069167	0.093275	-0.106638	-0.222954	-0.025441	-0.145614	0.162672	0.121663	0.016771	0.114842	0.132768	0.090859	0.058625	-0.173744	0.146736	0.070919	-0.227955
-0.470837	0.363099	0.079480	-0.176018	0.171284	0.058582	-0.011779	-0.466942	-0.048646	0.579779	0.578916	0.281523	0.296754	0.012371	-0.178295	0.287080	0.103402	-0.252523	-0.184935	-0.300135	0.309150	0.163554	0.039155	0.136970	-0.053236	0.241827	-0.268196	0.184808	0.115496	0.224322	-0.063651	-0.185498	-0.166890	0.360423	-0.057298	0.324528	-0.068968	0.222884	0.054580	-0.036407	-0.090729	0.091225	0.092963	0.054239	0.034634	0.180778	0.389237	0.411988	-0.374415	-0.088930	0.185027	-0.106894	-0.143942	0.049879	-0.179701	0.043360	0.050211	0.237261	-0.078771	-0.224927	0.190676	0.010356	0.095596	0.123242	-0.256938	-0.239722	-0.209830	0.327862	-0.261686	-0.008281	-0.184927	-0.400313	0.217134	-0.533748	-0.047095	-0.185067	0.323258	0.353368	-0.106574	-0.299013	-0.074648	-0.106967	-0.094742	0.147067	0.022787	0.068593	-0.200169	-0.311348	-0.447166	0.555027	0.228721	-0.166597	-0.092483	0.442264	-0.112134	0.074192	-0.125634	0.534739	-0.389658	0.042113	0.036768	0.084433	-0.151222	-0.059492	0.029270	-0.345171	-0.180326	0.522770	0.355863	0.109140	-0.048973	-0.449151	0.112033	0.101488	-0.141756	-0.069234	-0.379412	0.080346	-0.280277	-0.214850	0.388285	-0.336409	-0.125197	-0.400540	0.056887	-0.203029	-0.058375	-0.364745	0.113967	-0.230109	-0.439832	-0.171930	0.051396	-0.097549	0.134647	0.240941	0.041833	-0.001535	-0.157012	0.287780	0.008719	0.624268	-0.380911	-0.107344	-0.089747	0.087074	0.532117	0.104921	-0.093846	0.463820	0.143095	-0.099825	0.263912	-0.037390	0.407837	0.116561	-0.097674	-0.125962	-0.014909	-0.243373	-0.398820	-0.187858	-0.192649	-0.405083	0.315511	0.484424	-0.040353	0.265171	-0.469899	0.316234	-0.518284	-0.021046	-0.328512	-0.122123	-0.034887	-0.046093	-0.287402	-0.404288	-0.069006	-0.409343	0.261348	-0.105219	0.263908	-0.095756	0.133630	-0.147895	-0.308652	-0.038508	-0.201119	0.228671	0.163278	0.027023	0.156019	0.187615	0.125142	0.079472	-0.243796	0.208344	0.098584	-0.316705
-0.322442	0.245946	0.057706	-0.119402	0.119359	0.040283	-0.007723	-0.320069	-0.032675	0.398112	0.395871	0.191172	0.205157	0.009223	-0.119882	0.196526	0.071232	-0.170413	-0.129988	-0.206501	0.210516	0.112902	0.028648	0.093145	-0.033222	0.165039	-0.182031	0.129253	0.082416	0.151699	-0.046012	-0.128437	-0.114524	0.247501	-0.040137	0.221856	-0.047597	0.151790	0.037387	-0.024814	-0.059928	0.064744	0.065794	0.036327	0.023986	0.126341	0.267159	0.281346	-0.255071	-0.059800	0.125398	-0.073825	-0.099424	0.032015	-0.124291	0.029628	0.037039	0.159648	-0.054038	-0.155930	0.131982	0.005590	0.062938	0.084273	-0.178432	-0.159945	-0.147233	0.225472	-0.179875	-0.005551	-0.127769	-0.272817	0.148480	-0.366636	-0.033791	-0.127373	0.221878	0.242531	-0.073380	-0.205998	-0.049539	-0.069682	-0.065780	0.100167	0.018852	0.047462	-0.135289	-0.214611	-0.306568	0.377815	0.156276	-0.115870	-0.061794	0.305049	-0.072976	0.049609	-0.085313	0.365404	-0.267142	0.030045	0.023209	0.056076	-0.103443	-0.041923	0.017877	-0.238681	-0.121314	0.356255	0.242809	0.072669	-0.031034	-0.309190	0.077088	0.068450	-0.094731	-0.048365	-0.257890	0.057428	-0.189911	-0.148305	0.266484	-0.227466	-0.083506	-0.276429	0.038881	-0.137363	-0.040877	-0.249283	0.079143	-0.159148	-0.303479	-0.118871	0.036945	-0.067979	0.092238	0.164492	0.027763	-0.000060	-0.104880	0.196941	0.005765	0.425416	-0.258752	-0.074418	-0.063248	0.057670	0.362305	0.073794	-0.062927	0.315065	0.096382	-0.067221	0.180437	-0.025291	0.278601	0.080662	-0.069158	-0.085236	-0.008676	-0.163566	-0.271978	-0.128921	-0.135236	-0.275664	0.213924	0.332943	-0.026874	0.184004	-0.323897	0.218829	-0.355517	-0.017407	-0.226633	-0.082687	-0.023007	-0.031655	-0.196145	-0.279090	-0.047974	-0.282574	0.183110	-0.073087	0.179217	-0.065270	0.092894	-0.101316	-0.210680	-0.025768	-0.134001	0.156436	0.113357	0.017225	0.109465	0.126570	0.083795	0.056309	-0.165168	0.142518	0.065569	-0.218142
-0.127216	0.098464	0.020388	-0.047074	0.047961	0.017808	-0.001395	-0.122931	-0.014739	0.153983	0.154573	0.074381	0.078412	0.000883	-0.048435	0.076164	0.028190	-0.068515	-0.047841	-0.079650	0.081685	0.046113	0.011099	0.038181	-0.014602	0.065580	-0.069567	0.048294	0.028643	0.060189	-0.014716	-0.050230	-0.041866	0.095298	-0.015143	0.087781	-0.020708	0.056275	0.015350	-0.010205	-0.025339	0.025903	0.024042	0.015994	0.011276	0.048501	0.103689	0.109949	-0.096559	-0.021865	0.047165	-0.027195	-0.040745	0.014909	-0.050155	0.010870	0.014573	0.061351	-0.019269	-0.058877	0.048659	0.002951	0.025101	0.031593	-0.067286	-0.061950	-0.057494	0.086060	-0.071279	-0.001530	-0.050461	-0.105375	0.056646	-0.140678	-0.014825	-0.049717	0.084512	0.091182	-0.026376	-0.080560	-0.020424	-0.030163	-0.026817	0.040596	0.006192	0.018093	-0.054123	-0.081330	-0.118264	0.146293	0.058660	-0.044070	-0.024578	0.115612	-0.027001	0.020772	-0.035777	0.140109	-0.102578	0.011239	0.007131	0.022964	-0.038346	-0.018091	0.004643	-0.093462	-0.048195	0.140594	0.095189	0.027327	-0.011850	-0.117781	0.030118	0.025864	-0.037961	-0.020002	-0.099220	0.022794	-0.074141	-0.057296	0.103960	-0.087501	-0.034188	-0.104914	0.014108	-0.052018	-0.015159	-0.098832	0.027409	-0.059027	-0.119245	-0.046660	0.012649	-0.024031	0.034232	0.063123	0.013117	0.000872	-0.042856	0.077943	0.004037	0.164025	-0.100498	-0.025560	-0.025669	0.023531	0.141789	0.028044	-0.023362	0.119848	0.039535	-0.026547	0.066936	-0.008633	0.105676	0.032360	-0.025984	-0.033515	-0.005988	-0.064491	-0.107198	-0.051184	-0.049178	-0.107445	0.085210	0.127078	-0.008439	0.072579	-0.124915	0.082018	-0.134714	-0.006104	-0.086224	-0.031709	-0.011568	-0.009568	-0.077537	-0.106782	-0.018918	-0.108836	0.068352	-0.025774	0.067309	-0.027026	0.036048	-0.040439	-0.083550	-0.009095	-0.050815	0.062368	0.042403	0.005906	0.041124	0.051499	0.034405	0.020576	-0.063018	0.054732	0.023119	-0.086437
